username,description,location,following,followers,totaltweets,retweetcount,text,target,hashtags,actual_time
Thala_Virat18,Fan Of Sorcerer Supreme |  Sired To Matt Donavan,ஏன் பாக்குற ஊம்பிவிட போறியா,165,290,24402,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:26:35+00:00
sriramb1408,,,41,4,364,5,"#Chennai Rains | Red alert issued in four districts in view of heavy rainfall; three people have died due to electrocution.

Waterlogging creates trouble for the people.

Shabbir with the latest inputs from the ground. https://t.co/aazRfr5qlY",1,['Chennai'],2021-12-31 09:12:21+00:00
Ramvignesh490,,Chennai,461,137,100993,8,"Rain bands focusing over South of #Chennai
 #Mahabalipuram to #Pondy stretch and parts of #Delta surrounding seeing rains. #Chennai and suburbs can expect rains towards evening -night. This rain event will end by Sunday or early Monday. https://t.co/J3TEnLjP30",1,"['Chennai', 'Mahabalipuram', 'Pondy', 'Delta']",2021-12-31 10:33:20+00:00
dhinesh14825652,"belongs to tamilian stock🔥                                                
தீதும் நன்றும் பிறர்தர வாரா!","Chennai, India",122,45,219,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:09:19+00:00
IndiaToday,"Brings you news breaks: Exclusive political, entertainment, sports insight, unbiased-nonaligned. We are also on Instagram : https://t.co/4QkZBcxSJ5",India,245,5907327,969056,9,"#TamilNadu CM MK Stalin has written to #AmitShah stating that the Indian Meteorological Centre failed to alert the state government about the heavy rains that lashed #Chennai on Thursday.
(@Akshayanath )
https://t.co/S6MVmBdRhP",0,"['TamilNadu', 'AmitShah', 'Chennai']",2022-01-01 14:01:41+00:00
FCM_Production,"production 🎬@EvasionAnd
@actorvijay",,218,157,16364,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:05:12+00:00
VinothK13634860,"நானும் ஒரு தேசபக்தன்

#Ilove_Bjp","Tamil Nadu, India",1344,143,10323,20,"Wishing all our wellwishers A Happy &amp; Prosperous New Year on behalf of the #COMK Family.  While #Chennai &amp; suburbs could see substantial reduction in #Rains today, coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south. https://t.co/yrerKbFuHF https://t.co/tAREHNxfLI",1,"['COMK', 'Chennai']",2022-01-01 05:22:50+00:00
its_arunpma,"Losing your character means losing your life it's like dying before actual death..! 
 #memecreator
follow My Instagram MEME PAGE link 👇",இந்தியன் 🇮🇳,2564,3300,42621,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:27:41+00:00
imyokes1,"Thalapathy😎💥💥💥
Music Lover🎼🎼🎼🎵🎵","Chennai, India",64,34,10451,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:10:54+00:00
m_vardhaan,,"Chennai, Tamil Nadu",427,163,24663,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:55:41+00:00
Rajan_JBR,"""It is not the strongest of the species that survives, nor the most intelligent that survives. It is the one that is most adaptable to change"" -Charles Darwin.",,4998,238,33978,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 09:40:41+00:00
urs_parani,Angry bird | Irritable | Unrated empty Pocket,"Coimbatore, India",23,73,18903,6,"On Thursday night, following heavy #rains received in #Chennai all evening, 2,000 cusecs of water was discharged from the Chembarambakkam reservoir 
#chennairains #ChennaiRains2021 
Video: Velankanni Raj. B /The Hindu https://t.co/oERlDSY74f",1,"['rains', 'Chennai']",2021-12-31 11:23:16+00:00
KaviAra71069934,,,284,11,1359,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:01:14+00:00
VijuRavishankar,"27. I tweet when I'm angry.
But I'm generally sweet. 😬",,184,742,4854,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:54:36+00:00
iamtheraijin,என் பெயர் செல்வகுமார்.தமிழன் என்ற கர்வம் கொண்ட இந்தியன்.மழை மீது மிகுந்த ஆர்வம் உள்ளவன்.,"Thaiyur, Tamil Nadu, India",134,287,2630,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 07:51:15+00:00
Naresh2Shankar,"#CHIYAANVIKRAM FAN #SHAHIDKAPOOR.  
#HARRISJEYARAJ 
#GAUTHAMMENON #ANJANAVJ #GILCHRIST  #MUSIC&DANCE
OLD ID: @ShankarNaresh1","Tamil Nadu, India",974,1034,50075,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:41:00+00:00
VetrivelRajaram,Believe in yourself.,"Chennai, India",178,177,31213,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:04:46+00:00
boomlive_in,"IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe","Mumbai, India",1168,74357,36229,0,"#InPics | Along with #Chennai, Kancheepuram, Thiruvallur and Chengalepattu are the districts where a red alert has been issued, with heavy rains over 20cm have been predicated.
#ChennaiRains
https://t.co/0mnKdzF7e9",1,"['InPics', 'Chennai', 'ChennaiRains']",2021-12-31 07:51:12+00:00
prasannamadhan,,trichy,2247,211,7646,100,"Thousands of people throng the Chennai Metro Rail stations to avoid traffic and rains and reach home. Trains are running packed @THChennai #Chennai #Chennaiametro #Chennairains

Video credit: @rsujatha_30 https://t.co/z6zb06DjmF",0,[],2021-12-31 08:23:09+00:00
imvs3_,"#Fan of 👇
@Raina💥
@Thala(valimai)🔥
single 😂",,62,12,519,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:18:30+00:00
ferozwala,W pirsarwarras,E,1962,3374,209250,2,"Heavy Rain &amp; Severe flooding hits India’s #Chennai 

▪️Heavy spell of rains lashed several parts of Chennai throwing life out gear within hours.

#TamilNadu #India #ChennaiRains 📹@NovinstonLobo https://t.co/3mPbLlQ3mm",1,"['Chennai', 'TamilNadu', 'India', 'ChennaiRains']",2022-01-01 19:17:23+00:00
navinku11305992,🤗DO WHAT YOU LIKE✌😘,"Anna Nagar West,Chennai",2486,142,2880,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 14:54:09+00:00
UngalNaveen,"NAMAKUM NERAM VARUM❤
AJITH❤
MESSI❤
HARDIK PANDYA❤","Tiruchirapalli, India",692,515,2501,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:52:20+00:00
d9vya,,,35,2,511,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 07:50:16+00:00
thoongumoonji1,"If your plan is for one year, plant rice. If your plan is for ten years, plant trees. If your plan is for one hundred years, educate children - Confucius",,639,177,51126,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 10:33:58+00:00
Praveen95_twits,✨✨✨,Chennai,153,270,18154,20,"Wishing all our wellwishers A Happy &amp; Prosperous New Year on behalf of the #COMK Family.  While #Chennai &amp; suburbs could see substantial reduction in #Rains today, coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south. https://t.co/yrerKbFuHF https://t.co/tAREHNxfLI",1,"['COMK', 'Chennai']",2022-01-01 05:04:46+00:00
Subin99822559,,"Chennai, India",1299,315,86983,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 13:11:30+00:00
saleemM43688745,Love🥵🥰,,93,0,307,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:40:24+00:00
HTNagola,"राष्ट्रवादी||
राष्ट्रहित सर्वोपरि||
RTs≠Endorsement||
ⓀⓇⓉ","हापुड़, उत्तर प्रदेश, भारत",2622,4433,30880,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 13:27:33+00:00
dewTwt,Advocate for Democracy ⚖,Chennai,5000,5598,26458,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:41:37+00:00
BRakesh,,"Toovey Puram, Thoothukkudi",1909,501,72592,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:55:41+00:00
Gopinat40488818,,,694,91,2505,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:32:01+00:00
shank_cool_95,Everything happens for a reason !! #thala_fan_forever #MSD_vazhiyil #foodie #proud_90skid,Korattur,1169,60,8614,2,"A day after #Chennai was pounded by heavy rains, traffic jams persisted in parts of the city. A scene near Ashok Pillar on Friday
#ChennaiRains2021 
Photos: M. Vedhan/The Hindu https://t.co/gkgaSqXNw1",1,['Chennai'],2021-12-31 07:59:02+00:00
s4saravv,Don't study me. you won't graduate.,Twitter,517,10098,265533,106,Thousands of people throng the Chennai Metro Rail stations to avoid traffic and rains and reach home. Location : Madras High court Metro station  #Chennai #Chennaiametro #Chennairains https://t.co/ghAMVPm0f8,0,[],2021-12-31 10:03:51+00:00
Nataraj26968351,"Retired Sub-Postmaster ,CPIM Activist, and AIPRPA Assistant General Secretary TN Circle, Puducherry pensioners association Secretary.","Puducherry, India",318,105,3728,6,"On Thursday night, following heavy #rains received in #Chennai all evening, 2,000 cusecs of water was discharged from the Chembarambakkam reservoir 
#chennairains #ChennaiRains2021 
Video: Velankanni Raj. B /The Hindu https://t.co/oERlDSY74f",1,"['rains', 'Chennai']",2021-12-31 08:49:57+00:00
ntk_plvkm_ecr,"வட்டம் 185, பாலவாக்கம். பிறப்பொக்கும் எல்லா உயிர்க்கும் சிறப்பொவ்வா செய்தொழில் வேற்றுமை யான்.","Palavakkam, ECR, Chennai - 41",111,40,944,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:42:27+00:00
_maddy_1777,,,61,9,5499,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:50:29+00:00
afshen_ashik,,,28,10,316,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:51:42+00:00
ferozwala,W pirsarwarras,E,1962,3374,209250,1,"More rains for coastal #TamilNadu, cold wave to continue in NW India: #IMD 
#BreakingNews

▪️#Chennai: Another day of isolated heavy to very heavy rainfall activity is in store for coastal Tamil Nadu, Puducherry, &amp; ##Karaikal 
#ChennaiRains #India  
https://t.co/TPYJ3IpMC9 https://t.co/6A9UJc48B5",1,"['TamilNadu', 'IMD', 'BreakingNews', 'Chennai', 'Karaikal', 'ChennaiRains', 'India']",2022-01-01 19:38:58+00:00
snkr_nryn_chola,"உடல் மண்ணுக்கு உயிர் தமிழுக்கு ❤️
Heart is onto music🎶
Mind is onto politics 🐯","Coimbatore, India",782,80,2704,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 16:11:49+00:00
Mohamme00412957,,,20,22,5158,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:57:13+00:00
rsujatha_30,,Chennai,768,1672,6677,3,"Rains continued to lash #Chennai on Friday, as several parts of the city remained water-logged
Scenes in K.K. Nagar and Pudupet
#chennairains #ChennaiRains2021 
Photos: M. Vedhan, K. Pichumani/The Hindu https://t.co/w1MK9zfx9U",1,['Chennai'],2021-12-31 13:20:06+00:00
KasinathanA1,Belongs to Dravidian stock 🖤♥️,India,1505,6103,372676,26,"Within days of the receipt of this letter, the Chennai office of IMD says that it does not have the technology to foresee the recent rains. The minister should take note of this. #Chennai #Rain #Flood #People",0,[],2022-01-01 12:44:26+00:00
SUNDER_VIBES,,"Kudremukh, Karnataka, India",32,33,2001,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 04:36:04+00:00
maniperiyar1,Tamilian,,1111,95,3983,26,"Within days of the receipt of this letter, the Chennai office of IMD says that it does not have the technology to foresee the recent rains. The minister should take note of this. #Chennai #Rain #Flood #People",0,[],2022-01-02 11:20:28+00:00
ridermano006,positive thinking,Kunnathur,592,8,3252,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:01:04+00:00
N_sujatha08,"Storyteller. Founder-Producer @DC_SNDS - TVC, OTT, Films. Columnist. Art Curator. VO/Dubbing/Podcaster. Columnist. Artiste.",India,646,10883,27955,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 09:59:42+00:00
ThuppakiDaw_,"Stand alone with self belief 

#ThalaAjith🕶️ 
#Hitman 🏏 #MiPaltan 🏆",India,2608,1667,27567,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 09:59:24+00:00
IshaSivam,"97'|KMM-UKM|https://t.co/LB1OUbnfAk
Chem.Eng: Suicide mission😤","Selangor, Malaysia",522,97,441,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:40:32+00:00
Chennai_nem,Weather Blogger providing weather updates from Chennai .,"Chennai, India",37,6276,3095,0,Happy New Year to everyone...#HAPPYNEWYEAR2022 #HAPPYNEWYEAR stay Safe and Healthy . #welcome2022 #chennairains #chennaiweather rains possible today as well in #Chennai and expected to turn dry in a day or 2..,0,"['HAPPYNEWYEAR2022', 'HAPPYNEWYEAR', 'welcome2022', 'chennairains', 'chennaiweather', 'Chennai']",2022-01-01 08:17:51+00:00
stalinjacka,"Story Teller - Photographer - Strategist @

 https://t.co/la4qw6XBTS","Chennai, India",1105,11563,11644,2,"As of noon, 271 locations in the city continue to be inundated with Royapuram, Thiru Vi ka nagar and Kodambakkam reporting more than 40 locations. #chennai #rains #waterinundation #waterstagnation #flooding",1,[],2021-12-31 08:56:37+00:00
talasilavsagar,,,3139,801,129735,106,Thousands of people throng the Chennai Metro Rail stations to avoid traffic and rains and reach home. Location : Madras High court Metro station  #Chennai #Chennaiametro #Chennairains https://t.co/ghAMVPm0f8,0,[],2021-12-31 11:34:16+00:00
harihar30690318,🤗🤗NO WOMAN... NO CRY... 😢😢,"Tamilnadu, India ",249,36,15668,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:29:53+00:00
celticc_cross,"Solitary practitioner 🌖🌑🌔
/Rock music / True crime enthusiast
/Animals 🖤
/Minimalist / Cat mom of five 
(@witchycharmss for Tarot/Oracle Reader)",India,105,424,43128,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:45:41+00:00
askar_bhaai,Hey hello,,65,20,4318,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:59:04+00:00
jusbarath,curious....,"Bengaluru, India",173,12,327,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:22:01+00:00
N_sujatha08,"Storyteller. Founder-Producer @DC_SNDS - TVC, OTT, Films. Columnist. Art Curator. VO/Dubbing/Podcaster. Columnist. Artiste.",India,646,10883,27955,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 09:25:20+00:00
lokeshkuncha,,,629,6,38,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:25:16+00:00
AsiavilleTamil,"Asiaville is a multilingual original content network focused on Video, Audio and Text based digital native storytelling formats.","Chennai, India",58,2106,15622,0,"Full Video Link : https://t.co/3tNHeDD8VD
Chennai Rains, Valimai Trailer, New Year 2022 and Modi Pongal! | Anbai Thedi With Media Raani
#Chennai #Rain #Floods #ChennaiFloods #ChennaiRains #Modi #Pongal 
Download AyeVee App Now for exclusive content: https://t.co/ZO1sj04UfX https://t.co/uxs9eN9cyv",0,"['Chennai', 'Rain', 'Floods', 'ChennaiFloods', 'ChennaiRains', 'Modi', 'Pongal']",2021-12-31 14:49:31+00:00
krish_0108,"Marketing enthusiast, interested in spirituality, eco-friendliness","Chennai, India",71,56,3327,20,"Wishing all our wellwishers A Happy &amp; Prosperous New Year on behalf of the #COMK Family.  While #Chennai &amp; suburbs could see substantial reduction in #Rains today, coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south. https://t.co/yrerKbFuHF https://t.co/tAREHNxfLI",1,"['COMK', 'Chennai']",2022-01-01 02:30:41+00:00
ValimaiNetwork,,,45,18,5579,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 17:26:14+00:00
krithikasivasw,"a Hindu,Tamil,Indian Entrepreneur from Chennai! engineering,wildlife,carnatic music,bharatanatyam,sanskrit,
heritage.Well, honoured to be followed by Modiji 😁","Bharata Varshe, Bharata Kande ",2326,43070,54373,9,"Choodamani Pradanam that most of us missed on 30th due to intense rains being restaged again. Thanks to Kalakshetra for it. How can we miss it ? 😍
#classicalarts #decemberseason #chennai #heritage #culture https://t.co/I3NVK1QkqA",0,"['classicalarts', 'decemberseason', 'chennai', 'heritage', 'culture']",2022-01-03 12:57:15+00:00
zololyf,Spread Love ❤️,,885,447,12975,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:56:06+00:00
Kasturicutie,Always like to be simple and superb. Die hard msd and Surya fan,"Chennai, India",421,6,3582,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:29:49+00:00
joe_frnk,"❣️Thalapathy Vijay Anna fan ❣️💥
 💝Dhoni love 💝","Tamil Nadu, India",33,13,5031,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:24:49+00:00
Logesh63784681,"UPSC ASPIRANT**- SIA  @actorvijay Anna  @sidsriram Bhaktan🙏 
@msdhoni ❣ nd @cristiano ❣ Fav sports persons",,4999,1457,82996,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:29:23+00:00
DRJAGADESH,"Doctor,Aviation medicine,Tamil Nadu.Tweets as time pass and blah blah.... This is Stress buster for me..","CHETPET,CHENNAI,Delhi ",868,1247,104561,10,"Jinnah, a bank manager in #Chennai, helped make way for 3 #ambulances that were stuck in a traffic jam amid heavy rains. He parked his two-wheeler and walked for 4 kilometres to ensure that the emergency medical vehicles reached the hospital on time.

#Hero https://t.co/omqyaG6Ntb",0,"['Chennai', 'ambulances']",2022-01-03 13:38:23+00:00
PRADEEPBABUrk,,"Chennai, Tamil Nadu",1159,328,188160,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 10:00:29+00:00
vasanth266,"20
🤍💙",,294,15,4050,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 07:59:44+00:00
Shivsaravan,🛸,"Kumbakonam, India",223,774,65551,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:38:30+00:00
lastshootingsta,,"Vellore, India",232,21,94,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 06:28:53+00:00
Narende73550681,I am self employed. I  am lives in Jhajjar.Haryana is my state.,"Beri, India",53,5,1127,3,"TN CM Stalin calls out IMD for not predicting Chennai rains; cold wave likely in NW India from Jan 4

Track updates: https://t.co/T4n2pp87aP 
#IMD #TamilNadu #Chennai #ChennaiRains https://t.co/XbMoQlDz4P",0,[],2022-01-02 05:25:37+00:00
Ilan18192984,"தேசிய இன அரசியல் / தமிழ் தேசியம்
Entrepreneur/ தங்கும்விடுதி",உதகை,1537,1555,13502,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:37:59+00:00
shri611,#Retailer by Profession & Choice since 1997. VP -Sales & Marketing @specsmakers 😎#Faculty #BSchool #StudentOfRetail #CoffeeLover ☕️  Musician🪘 #Traveller 🚘✈️,Chennai Bay Area.,1512,1522,18324,0,"@sumanthraman @rvaidya2000 In Nov.’21 #Retail #sales were affected for 7-8 days with atleast 1 day fully shut and 3-4 days partially shut in #Chennai. RoTN was impacted by rains all month, almost. With #Deepavali #shopping over, there was already a lull. Still, the way State #economy bounced was impeccable",1,"['Retail', 'sales', 'Chennai', 'Deepavali', 'shopping', 'economy']",2022-01-02 04:17:45+00:00
narayananembar,Politics. Tech. Markets. Federer.,"13.0827° N, 80.2707° E",560,233,7056,0,#ChennaiRains2021 rains playing with #chennai people right now. https://t.co/CXeEdkcE1F,1,"['ChennaiRains2021', 'chennai']",2021-12-31 10:16:32+00:00
MasterAjay19,"✨thalapathy motivation... தளபதி  விஜய் உயிர் ரசிகன்.....💕
✨..dhoni forever... 
✨...Ready to Roam.... 
✨....Adventure....",,137,109,1699,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:46:54+00:00
mumbaitraffic,Friendly neighbourhood traffic bot,,630,86022,105674,1,"Tamil Nadu Rains: 3 Dead in Rain Related Incidents, Heavy Rainfall Causes Massive Traffic Jam in Chennai 
#TamilNaduRains #ChennaiRains #TrafficAlert #TamilNadu #Chennai 
https://t.co/MHYchyUq0T",1,['TamilNaduRains'],2021-12-31 07:52:38+00:00
ranjana__cute,"I am die hard fan of #vijay anna #Kavin anna #MSDhoni (thala) & #sureshRaina (chinna thala)
CSK💛🦁forever😁
belong to Dravidian stock #DMK forever🖤❤️ #MKS🔥💥","Salem, India",42,19,5418,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:11:53+00:00
tnwatch1,Belongs to the Dravidian stock!,,5002,1364,85494,26,"Within days of the receipt of this letter, the Chennai office of IMD says that it does not have the technology to foresee the recent rains. The minister should take note of this. #Chennai #Rain #Flood #People",0,[],2022-01-02 03:12:32+00:00
iamtheraijin,என் பெயர் செல்வகுமார்.தமிழன் என்ற கர்வம் கொண்ட இந்தியன்.மழை மீது மிகுந்த ஆர்வம் உள்ளவன்.,"Thaiyur, Tamil Nadu, India",134,287,2630,20,"Wishing all our wellwishers A Happy &amp; Prosperous New Year on behalf of the #COMK Family.  While #Chennai &amp; suburbs could see substantial reduction in #Rains today, coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south. https://t.co/yrerKbFuHF https://t.co/tAREHNxfLI",1,"['COMK', 'Chennai']",2022-01-01 01:16:22+00:00
Sathish_deenan,"நடிப்பின் நாயகன் @suriya_offl #Ajith (#Ak) & @msdhoni யின் தீவிர ரசிகன்🔥 @MskajalAggarwal😍😘 @thisisysr 🥁🎹Computer Mechanic 💻 🖥 
@NorthchennaiSFC Member😍","George, South Africa",900,590,115404,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 10:31:09+00:00
VinothK13634860,"நானும் ஒரு தேசபக்தன்

#Ilove_Bjp","Tamil Nadu, India",1344,143,10323,7,"#Nungampakkam already got excess rains this January  with 30 mm..Avg around 25 mm..
Rains with breaks to continue to #Chennai &amp; other coastal areas in #TN for next 2 days in #Tamilnadu.Then around #Pongal.
Spot the diff between Elnino years (2015-16) and Lanina years(2021-22)",1,['Nungampakkam'],2021-12-31 15:01:35+00:00
Ramashi59814239,I N C Bihar,Patna,4076,982,22872,1,"RT @RahulGandhi: The incessant rains in Chennai have become a cause for worry.  
Requesting our brothers &amp; sisters in the state to follow all safety measures.
And an appeal to Congress workers- please help in relief &amp; rescue work. 

Take care, #Chennai.",0,[],2021-12-31 16:35:28+00:00
ss41563680,Ƈԋҽɳɳαι,𝗧𝗮𝗺𝗶𝗹𝗻𝗮𝗱𝘂  𝗶𝗻𝗱𝗶𝗮,27,3,900,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:11:59+00:00
johnmil65755291,,,118,0,2592,26,"Within days of the receipt of this letter, the Chennai office of IMD says that it does not have the technology to foresee the recent rains. The minister should take note of this. #Chennai #Rain #Flood #People",0,[],2022-01-01 15:58:58+00:00
7405Gsmani,"Status Single,
First cry on 7 April,
Rosemarian,
Thalapathy Veriyan,
Tirunelvelian,
💯Thamizhan.","Tirunelveli, India",453,52,243,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:45:14+00:00
SowriRaja11,#அஜித்குமார் ரசிகன் 😍,"Tamil Nadu, India",344,277,17543,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:15:15+00:00
Vignesh16328633,08-09-1998,,355,53,27176,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:58:39+00:00
munsifdigital,"Official Twitter Handle of The Munsif Daily, Hyderabad. Urdu & English News & Views. India's Largest Circulated Urdu Daily Now on Digital Platform.",Hyderabad,42,76,4713,0,"K.K.S.S.R Ramachandran, Tamil Nadu Revenue and Disaster Management Minister, told the media that 106 streets in the city are waterlogged and once the rain stops, the waterlogging would be cleared.

#munsifdigital #Chennai #HeavyRains https://t.co/henGARBJGy",1,"['munsifdigital', 'Chennai', 'HeavyRains']",2021-12-31 09:05:02+00:00
PrameyaEnglish,English portal from the house of Prameya News7,"Bhubaneswar, Odisha",93,712,31827,0,"Rains continue to lash #Chennai; visuals from Marina Beach
(ANI) https://t.co/WJ4kDp5DqB",1,['Chennai'],2021-12-31 12:29:32+00:00
