text,PreprocessedText,Words,Tag
"Chennai turned into Venice with 6 hours of Rain, with more expected over the next 2 days! 
Atlantis.... Here we come!
#chennairains #ChennaiRain #Chennai 
#flood #ChennaiFloods",Chennai turned into Venice withhours of Rain with more expected over the nextdays Atlantis Here we comechennairains ChennaiRain Chennai flood ChennaiFloods,Rain ,O
"Chennai turned into Venice with 6 hours of Rain, with more expected over the next 2 days! 
Atlantis.... Here we come!
#chennairains #ChennaiRain #Chennai 
#flood #ChennaiFloods",Chennai turned into Venice withhours of Rain with more expected over the nextdays Atlantis Here we comechennairains ChennaiRain Chennai flood ChennaiFloods,Atlantis,O
"Chennai turned into Venice with 6 hours of Rain, with more expected over the next 2 days! 
Atlantis.... Here we come!
#chennairains #ChennaiRain #Chennai 
#flood #ChennaiFloods",Chennai turned into Venice withhours of Rain with more expected over the nextdays Atlantis Here we comechennairains ChennaiRain Chennai flood ChennaiFloods,more expected,O
"December rain 2021  omr trade centre. 

#omr #Chennai #chennairains  #ChennaiRains2021 #chennaifloods #WeatherUpdate  #TamilNadu  #Before2021 #rain #chennaitradecenter https://t.co/LemVmYQw53",December rainomr trade centre omr Chennai chennairainsChennaiRains chennaifloods WeatherUpdateTamilNaduBefore rain chennaitradecenter httpstcoLemVmYQw,OMR,B-geo
"Due to heavy rains TN CM declared #holiday today (31.12.2021) to the government offices, schools and #Colleges of four districts #Chennai, Chengalpattu, #Kanchipuram, #Tiruvallur .

#chennairains #ChennaiRains2021 #chennaifloods #ChennaiCorporation https://t.co/RSbDv72D3J",Due to heavy rains TN CM declared holiday todayto the government offices schools and Colleges of four districts Chennai Chengalpattu Kanchipuram Tiruvallur chennairains ChennaiRains chennaifloods ChennaiCorporation httpstcoRSbDvDJ,Tiruvallur,B-geo
GP Road in #Chennai today. #ChennaiRains #ChennaiRain #chennaifloods https://t.co/8QRBjyEMcP,GP Road in Chennai today ChennaiRains ChennaiRain chennaifloods httpstcoQRBjyEMcP,GP road,B-geo
"Heavy rain lashes #Chennai and it's #Suburbs ,#Nungambakkam has crossed 140 mm in a short span of time.#MRC_nagar has crossed 162 mm.
 till 5:50 PM,
#Nandanam - 91 mm
#Chennai_Airport - 88 mm
#saidapet - 81 mm

#chennairains
#chennaifloods
#nem2021 
#TNRains https://t.co/h5orARFU3D",Heavy rain lashes Chennai and its Suburbs Nungambakkam has crossedmm in a short span of timeMRCnagar has crossedmm tillPMNandanam9 mmChennaiAirportmmsaidapetmmchennairainschennaifloodsnem TNRains httpstcohorARFUD,Saidapet,B-geo
"Heavy rain lashes #Chennai and it's #Suburbs ,#Nungambakkam has crossed 140 mm in a short span of time.#MRC_nagar has crossed 162 mm.
 till 5:50 PM,
#Nandanam - 91 mm
#Chennai_Airport - 88 mm
#saidapet - 81 mm

#chennairains
#chennaifloods
#nem2021 
#TNRains https://t.co/h5orARFU3D",Heavy rain lashes Chennai and its Suburbs Nungambakkam has crossedmm in a short span of timeMRCnagar has crossedmm tillPMNandanam9 mmChennaiAirportmmsaidapetmmchennairainschennaifloodsnem TNRains httpstcohorARFUD,nandanam,B-geo
"Heavy rains in Chennai. Situation at wall tax road,sowcarpet near elephant gate bridge #chennairains #Chennai #repeeatuu 
 https://t.co/KrEj1zDlWE",Heavy rains in Chennai Situation at wall tax roadsowcarpet near elephant gate bridge chennairains Chennai repeeatuuhttpstcoKrEjzDlWE,wall tax road,B-geo
"Heavy rains in Chennai. Situation at wall tax road,sowcarpet near elephant gate bridge #chennairains #Chennai #repeeatuu 
 https://t.co/KrEj1zDlWE",Heavy rains in Chennai Situation at wall tax roadsowcarpet near elephant gate bridge chennairains Chennai repeeatuuhttpstcoKrEjzDlWE,sowcarpet,B-geo
"Heavy rains in Chennai. Situation at wall tax road,sowcarpet near elephant gate bridge #chennairains #Chennai #repeeatuu 
 https://t.co/KrEj1zDlWE",Heavy rains in Chennai Situation at wall tax roadsowcarpet near elephant gate bridge chennairains Chennai repeeatuuhttpstcoKrEjzDlWE,elephant gate bridge,B-geo
Heavy traffic hits #Chennai Mount Road due to intensive rain 😳 kindly don’t step out until and unless it’s emergency 🙏#ChennaiRain #chennaitraffic #chennaifloods https://t.co/9fSdTjIBA8,Heavy traffic hits Chennai Mount Road due to intensive rainkindly dont step out until and unless its emergency ChennaiRain chennaitraffic chennaifloods httpstco9fSdTjIBA,Chennai mount road,B-geo
Heavy traffic hits #Chennai Mount Road due to intensive rain 😳 kindly don’t step out until and unless it’s emergency 🙏#ChennaiRain #chennaitraffic #chennaifloods https://t.co/9fSdTjIBA9,Heavy traffic hits Chennai Mount Road due to intensive rainkindly dont step out until and unless its emergency ChennaiRain chennaitraffic chennaifloods httpstco9fSdTjIBA,Mount road,B-geo
Heavy traffic hits #Chennai Mount Road due to intensive rain 😳 kindly don’t step out until and unless it’s emergency 🙏#ChennaiRain #chennaitraffic #chennaifloods https://t.co/9fSdTjIBA10,Heavy traffic hits Chennai Mount Road due to intensive rainkindly dont step out until and unless its emergency ChennaiRain chennaitraffic chennaifloods httpstco9fSdTjIBA,road,O
Huge crowd in Chennai LIC Metro station! Effect of #ChennaiRains #Chennai #ChennaiFloods https://t.co/aiKoa4GOGT,Huge crowd in Chennai LIC Metro station Effect of ChennaiRains Chennai ChennaiFloods httpstcoaiKoaGOGT,LIC Metro Station,B-geo
Huge crowd in Chennai LIC Metro station! Effect of #ChennaiRains #Chennai #ChennaiFloods https://t.co/aiKoa4GOGT,Huge crowd in Chennai LIC Metro station Effect of ChennaiRains Chennai ChennaiFloods httpstcoaiKoaGOGT,Huge crowd,O
"Huge number of peoples waited in the Chennai Metro Rail station to avoid traffic &amp; rains. Location : Madras High court Metro station.

 #Chennai #Chennaimetro #Chennairains #chennaifloods #chennaitraffic #ChennaiRain https://t.co/K3O6d5lxJ9",Huge number of peoples waited in the Chennai Metro Rail station to avoid traffic amp rains LocationMadras High court Metro station Chennai Chennaimetro Chennairains chennaifloods chennaitraffic ChennaiRain httpstcoKOdlxJ9,Chennai Metro Rail Station,B-geo
"Huge number of peoples waited in the Chennai Metro Rail station to avoid traffic &amp; rains. Location : Madras High court Metro station.

 #Chennai #Chennaimetro #Chennairains #chennaifloods #chennaitraffic #ChennaiRain https://t.co/K3O6d5lxJ9",Huge number of peoples waited in the Chennai Metro Rail station to avoid traffic amp rains LocationMadras High court Metro station Chennai Chennaimetro Chennairains chennaifloods chennaitraffic ChennaiRain httpstcoKOdlxJ10,Metro Rail Station,O
"Huge number of peoples waited in the Chennai Metro Rail station to avoid traffic &amp; rains. Location : Madras High court Metro station.

 #Chennai #Chennaimetro #Chennairains #chennaifloods #chennaitraffic #ChennaiRain https://t.co/K3O6d5lxJ9",Huge number of peoples waited in the Chennai Metro Rail station to avoid traffic amp rains LocationMadras High court Metro station Chennai Chennaimetro Chennairains chennaifloods chennaitraffic ChennaiRain httpstcoKOdlxJ11,Madras High court Metro station,B-geo
"Huge number of peoples waited in the Chennai Metro Rail station to avoid traffic &amp; rains. Location : Madras High court Metro station.

 #Chennai #Chennaimetro #Chennairains #chennaifloods #chennaitraffic #ChennaiRain https://t.co/K3O6d5lxJ9",Huge number of peoples waited in the Chennai Metro Rail station to avoid traffic amp rains LocationMadras High court Metro station Chennai Chennaimetro Chennairains chennaifloods chennaitraffic ChennaiRain httpstcoKOdlxJ12,Madras High court,B-geo
"In a medical emergency, need to go to Hospital.
Are there any floods, from Mint Street to Nelson Manickam Road?

@chennai @chennaiweather
@ChennaiRains @ChennaiCityFC

#Flooding #Chennai #ChennaiRain #chennaifloods",In a medical emergency need to go to HospitalAre there any floods from Mint Street to Nelson Manickam Roadchennai chennaiweatherChennaiRains ChennaiCityFCFlooding Chennai ChennaiRain chennaifloods,medical emergency,O
"In a medical emergency, need to go to Hospital.
Are there any floods, from Mint Street to Nelson Manickam Road?

@chennai @chennaiweather
@ChennaiRains @ChennaiCityFC

#Flooding #Chennai #ChennaiRain #chennaifloods",In a medical emergency need to go to HospitalAre there any floods from Mint Street to Nelson Manickam Roadchennai chennaiweatherChennaiRains ChennaiCityFCFlooding Chennai ChennaiRain chennaifloods,Hospital,O
"In a medical emergency, need to go to Hospital.
Are there any floods, from Mint Street to Nelson Manickam Road?

@chennai @chennaiweather
@ChennaiRains @ChennaiCityFC

#Flooding #Chennai #ChennaiRain #chennaifloods",In a medical emergency need to go to HospitalAre there any floods from Mint Street to Nelson Manickam Roadchennai chennaiweatherChennaiRains ChennaiCityFCFlooding Chennai ChennaiRain chennaifloods,Mint street,B-geo
"In a medical emergency, need to go to Hospital.
Are there any floods, from Mint Street to Nelson Manickam Road?

@chennai @chennaiweather
@ChennaiRains @ChennaiCityFC

#Flooding #Chennai #ChennaiRain #chennaifloods",In a medical emergency need to go to HospitalAre there any floods from Mint Street to Nelson Manickam Roadchennai chennaiweatherChennaiRains ChennaiCityFCFlooding Chennai ChennaiRain chennaifloods,Nelson Manickam Road,B-geo
"In a medical emergency, need to go to Hospital.
Are there any floods, from Mint Street to Nelson Manickam Road?

@chennai @chennaiweather
@ChennaiRains @ChennaiCityFC

#Flooding #Chennai #ChennaiRain #chennaifloods",In a medical emergency need to go to HospitalAre there any floods from Mint Street to Nelson Manickam Roadchennai chennaiweatherChennaiRains ChennaiCityFCFlooding Chennai ChennaiRain chennaifloods,any floods,O
"Madley Subway, T.Nagar after #chennairains 

#Chennaifloods https://t.co/14z33nj2ig",Madley Subway TNagar after chennairains Chennaifloods httpstcoznjig,Madley Subway,B-geo
"Madley Subway, T.Nagar after #chennairains 

#Chennaifloods https://t.co/14z33nj2ig",Madley Subway TNagar after chennairains Chennaifloods httpstcoznjig,T Nagar,B-geo
"Madley Subway, T.Nagar after #chennairains 

#Chennaifloods https://t.co/14z33nj2ig",Madley Subway TNagar after chennairains Chennaifloods httpstcoznjig,T-Nagar,B-geo
"Madley Subway, T.Nagar after #chennairains 

#Chennaifloods https://t.co/14z33nj2ig",Madley Subway TNagar after chennairains Chennaifloods httpstcoznjig,TNagar,B-geo
"Moderate Rains at #Koyambedu #Chennai

#chennairains 

@ChennaiRains @RainStorm_TN https://t.co/nohuRGFivt",Moderate Rains at Koyambedu Chennaichennairains ChennaiRains RainStormTN httpstconohuRGFivt,Koyambedy,B-geo
"More rains for coastal Tamil Nadu, cold wave to continue in NW India: IMD https://t.co/vbgQ9oXL8x #Chandigarh #Chennai #Delhi #Haryana #Himachalpradesh",More rains for coastal Tamil Nadu cold wave to continue in NW India IMD httpstcovbgQ9oXLx Chandigarh Chennai Delhi Haryana Himachalpradesh,NW India,B-geo
"More rains for coastal Tamil Nadu, cold wave to continue in NW India: IMD https://t.co/vbgQ9oXL8x #Chandigarh #Chennai #Delhi #Haryana #Himachalpradesh",More rains for coastal Tamil Nadu cold wave to continue in NW India IMD httpstcovbgQ9oXLx Chandigarh Chennai Delhi Haryana Himachalpradesh,coastal,B-geo
"More rains for coastal Tamil Nadu, cold wave to continue in NW India: IMD https://t.co/vbgQ9oXL8x #Chandigarh #Chennai #Delhi #Haryana #Himachalpradesh",More rains for coastal Tamil Nadu cold wave to continue in NW India IMD httpstcovbgQ9oXLx Chandigarh Chennai Delhi Haryana Himachalpradesh,Chennai,B-geo
"More rains for coastal Tamil Nadu, cold wave to continue in NW India: IMD https://t.co/vbgQ9oXL8x #Chandigarh #Chennai #Delhi #Haryana #Himachalpradesh",More rains for coastal Tamil Nadu cold wave to continue in NW India IMD httpstcovbgQ9oXLx Chandigarh Chennai Delhi Haryana Himachalpradesh,Delhi,B-geo
"More rains for coastal Tamil Nadu, cold wave to continue in NW India: IMD https://t.co/vbgQ9oXL8x #Chandigarh #Chennai #Delhi #Haryana #Himachalpradesh",More rains for coastal Tamil Nadu cold wave to continue in NW India IMD httpstcovbgQ9oXLx Chandigarh Chennai Delhi Haryana Himachalpradesh,Haryana,B-geo
"More rains for coastal Tamil Nadu, cold wave to continue in NW India: IMD https://t.co/vbgQ9oXL8x #Chandigarh #Chennai #Delhi #Haryana #Himachalpradesh",More rains for coastal Tamil Nadu cold wave to continue in NW India IMD httpstcovbgQ9oXLx Chandigarh Chennai Delhi Haryana Himachalpradesh,Himachal Pradesh,B-geo
"More rains for coastal Tamil Nadu, cold wave to continue in NW India: IMD https://t.co/vbgQ9oXL8x #Chandigarh #Chennai #Delhi #Haryana #Himachalpradesh",More rains for coastal Tamil Nadu cold wave to continue in NW India IMD httpstcovbgQ9oXLx Chandigarh Chennai Delhi Haryana Himachalpradesh,chandigarh,B-geo
Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,Next batch of Rains moving in over parts of Chennai amp suburbs Heavy rains in a few places Spell of rains could last for aboutminutes or so Further Comk updates as things evolve Please stay at home unless theres an absolute need to go out ChennaiRains httpstcoNylXOE,absolute need,O
Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,Next batch of Rains moving in over parts of Chennai amp suburbs Heavy rains in a few places Spell of rains could last for aboutminutes or so Further Comk updates as things evolve Please stay at home unless theres an absolute need to go out ChennaiRains httpstcoNylXOE,Chennai,B-geo
Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,Next batch of Rains moving in over parts of Chennai amp suburbs Heavy rains in a few places Spell of rains could last for aboutminutes or so Further Comk updates as things evolve Please stay at home unless theres an absolute need to go out ChennaiRains httpstcoNylXOE,Spell of rains,O
Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,Next batch of Rains moving in over parts of Chennai amp suburbs Heavy rains in a few places Spell of rains could last for aboutminutes or so Further Comk updates as things evolve Please stay at home unless theres an absolute need to go out ChennaiRains httpstcoNylXOE,stay at home,O
"NON-STOP RAINS LEAVE CHENNAI PARALYSED
#ChiefMinisterMKStalin visited several inundated areas of #Chennai to take stock of the situation. Blaming the #MET department for not forecasting properly, he urged the Centre to upgrade the forecasting systems. Listen in. https://t.co/YTuR72gXW4",NONSTOP RAINS LEAVE CHENNAI PARALYSEDChiefMinisterMKStalin visited several inundated areas of Chennai to take stock of the situation Blaming the MET department for not forecasting properly he urged the Centre to upgrade the forecasting systems Listen in httpstcoYTuRgXW,CHENNAI,B-geo
"NON-STOP RAINS LEAVE CHENNAI PARALYSED
#ChiefMinisterMKStalin visited several inundated areas of #Chennai to take stock of the situation. Blaming the #MET department for not forecasting properly, he urged the Centre to upgrade the forecasting systems. Listen in. https://t.co/YTuR72gXW4",NONSTOP RAINS LEAVE CHENNAI PARALYSEDChiefMinisterMKStalin visited several inundated areas of Chennai to take stock of the situation Blaming the MET department for not forecasting properly he urged the Centre to upgrade the forecasting systems Listen in httpstcoYTuRgXW,PARALYSED,O
"NON-STOP RAINS LEAVE CHENNAI PARALYSED
#ChiefMinisterMKStalin visited several inundated areas of #Chennai to take stock of the situation. Blaming the #MET department for not forecasting properly, he urged the Centre to upgrade the forecasting systems. Listen in. https://t.co/YTuR72gXW4",NONSTOP RAINS LEAVE CHENNAI PARALYSEDChiefMinisterMKStalin visited several inundated areas of Chennai to take stock of the situation Blaming the MET department for not forecasting properly he urged the Centre to upgrade the forecasting systems Listen in httpstcoYTuRgXW,MET department,O
"NON-STOP RAINS LEAVE CHENNAI PARALYSED
#ChiefMinisterMKStalin visited several inundated areas of #Chennai to take stock of the situation. Blaming the #MET department for not forecasting properly, he urged the Centre to upgrade the forecasting systems. Listen in. https://t.co/YTuR72gXW4",NONSTOP RAINS LEAVE CHENNAI PARALYSEDChiefMinisterMKStalin visited several inundated areas of Chennai to take stock of the situation Blaming the MET department for not forecasting properly he urged the Centre to upgrade the forecasting systems Listen in httpstcoYTuRgXW,he forecasting systems,O
"NON-STOP RAINS LEAVE CHENNAI PARALYSED
City corporation &amp; govt was caught by surprise as #IMD predicted only light to moderate rainfall. The main roads have been cleared: Gagandeep Singh Bedi, #Chennai corporation commissioner tells @Ahmedshabbir20 https://t.co/iEjRGxEjFn",NONSTOP RAINS LEAVE CHENNAI PARALYSEDCity corporation amp govt was caught by surprise as IMD predicted only light to moderate rainfall The main roads have been cleared Gagandeep Singh Bedi Chennai corporation commissioner tells Ahmedshabbir httpstcoiEjRGxEjFn,City corporation,O
"NON-STOP RAINS LEAVE CHENNAI PARALYSED
City corporation &amp; govt was caught by surprise as #IMD predicted only light to moderate rainfall. The main roads have been cleared: Gagandeep Singh Bedi, #Chennai corporation commissioner tells @Ahmedshabbir20 https://t.co/iEjRGxEjFn",NONSTOP RAINS LEAVE CHENNAI PARALYSEDCity corporation amp govt was caught by surprise as IMD predicted only light to moderate rainfall The main roads have been cleared Gagandeep Singh Bedi Chennai corporation commissioner tells Ahmedshabbir httpstcoiEjRGxEjFn,IMD,O
"NON-STOP RAINS LEAVE CHENNAI PARALYSED
City corporation &amp; govt was caught by surprise as #IMD predicted only light to moderate rainfall. The main roads have been cleared: Gagandeep Singh Bedi, #Chennai corporation commissioner tells @Ahmedshabbir20 https://t.co/iEjRGxEjFn",NONSTOP RAINS LEAVE CHENNAI PARALYSEDCity corporation amp govt was caught by surprise as IMD predicted only light to moderate rainfall The main roads have been cleared Gagandeep Singh Bedi Chennai corporation commissioner tells Ahmedshabbir httpstcoiEjRGxEjFn, Gagandeep Singh Bedi ,O
"NON-STOP RAINS LEAVE CHENNAI PARALYSED
City corporation &amp; govt was caught by surprise as #IMD predicted only light to moderate rainfall. The main roads have been cleared: Gagandeep Singh Bedi, #Chennai corporation commissioner tells @Ahmedshabbir20 https://t.co/iEjRGxEjFn",NONSTOP RAINS LEAVE CHENNAI PARALYSEDCity corporation amp govt was caught by surprise as IMD predicted only light to moderate rainfall The main roads have been cleared Gagandeep Singh Bedi Chennai corporation commissioner tells Ahmedshabbir httpstcoiEjRGxEjFn,Chennai corporation,O
"On Thursday night, following heavy #rains received in #Chennai all evening, 2,000 cusecs of water was discharged from the Chembarambakkam reservoir 
#chennairains #ChennaiRains2021 
Video: Velankanni Raj. B /The Hindu https://t.co/oERlDSY74f",On Thursday night following heavy rains received in Chennai all eveningcusecs of water was discharged from the Chembarambakkam reservoir chennairains ChennaiRains Video Velankanni Raj B The Hindu httpstcooERlDSYf,Chembarambakkam,B-geo
"On Thursday night, following heavy #rains received in #Chennai all evening, 2,000 cusecs of water was discharged from the Chembarambakkam reservoir 
#chennairains #ChennaiRains2021 
Video: Velankanni Raj. B /The Hindu https://t.co/oERlDSY74f",On Thursday night following heavy rains received in Chennai all eveningcusecs of water was discharged from the Chembarambakkam reservoir chennairains ChennaiRains Video Velankanni Raj B The Hindu httpstcooERlDSYf,Velankanni Raj B ,O
"On Thursday night, following heavy #rains received in #Chennai all evening, 2,000 cusecs of water was discharged from the Chembarambakkam reservoir 
#chennairains #ChennaiRains2021 
Video: Velankanni Raj. B /The Hindu https://t.co/oERlDSY74f",On Thursday night following heavy rains received in Chennai all eveningcusecs of water was discharged from the Chembarambakkam reservoir chennairains ChennaiRains Video Velankanni Raj B The Hindu httpstcooERlDSYf,The Hindu,O
"Once again extreme #rain in #chennai &amp; #suburbs. Core city recorded 20cm of rain &amp; still continues #waterclogging everywhere.. rain shows no mercy 😟.. 

Non stop rain..

#Chennai
#ChennaiRain
#chennaifloods https://t.co/jiNNBtzFbY",Once again extreme rain in chennai amp suburbs Core city recorded cm of rain amp still continues waterclogging everywhere rain shows no mercyNon stop rainChennaiChennaiRainchennaifloods httpstcojiNNBtzFbY,waterclogging,O
"Once again extreme #rain in #chennai &amp; #suburbs. Core city recorded 20cm of rain &amp; still continues #waterclogging everywhere.. rain shows no mercy 😟.. 

Non stop rain..

#Chennai
#ChennaiRain
#chennaifloods https://t.co/jiNNBtzFbY",Once again extreme rain in chennai amp suburbs Core city recorded cm of rain amp still continues waterclogging everywhere rain shows no mercyNon stop rainChennaiChennaiRainchennaifloods httpstcojiNNBtzFbY,Non stop rain,O
"Once again extreme #rain in #chennai &amp; #suburbs. Core city recorded 20cm of rain &amp; still continues #waterclogging everywhere.. rain shows no mercy 😟.. 

Non stop rain..

#Chennai
#ChennaiRain
#chennaifloods https://t.co/jiNNBtzFbY",Once again extreme rain in chennai amp suburbs Core city recorded cm of rain amp still continues waterclogging everywhere rain shows no mercyNon stop rainChennaiChennaiRainchennaifloods httpstcojiNNBtzFbY,NO MERCY,O
"ONE DAY (few hours) of rain, holds a city to ransom/standstill 
How and Who we've been electing for the past so many decades!! 🤦‍♂️
#chennaifloods #ChennaiRains2021 #ChennaiRain https://t.co/BLjkDuVLQz",ONE DAY few hours of rain holds a city to ransomstandstill How and Who weve been electing for the past so many decades chennaifloods ChennaiRains ChennaiRain httpstcoBLjkDuVLQz,ransomstandstill ,O
"ONE DAY (few hours) of rain, holds a city to ransom/standstill 
How and Who we've been electing for the past so many decades!! 🤦‍♂️
#chennaifloods #ChennaiRains2021 #ChennaiRain https://t.co/BLjkDuVLQz",ONE DAY few hours of rain holds a city to ransomstandstill How and Who weve been electing for the past so many decades chennaifloods ChennaiRains ChennaiRain httpstcoBLjkDuVLQz,many decades,O
"ONE DAY (few hours) of rain, holds a city to ransom/standstill 
How and Who we've been electing for the past so many decades!! 🤦‍♂️
#chennaifloods #ChennaiRains2021 #ChennaiRain https://t.co/BLjkDuVLQz",ONE DAY few hours of rain holds a city to ransomstandstill How and Who weve been electing for the past so many decades chennaifloods ChennaiRains ChennaiRain httpstcoBLjkDuVLQz,FEW hours of rain,O
"Parangusapuram street in chennai remain flooded for days after every rain and this is repeating for years

@mkstalin 
#ChennaiRains2021 
#Chennai 
#chennaifloods 
#ChennaiRain https://t.co/ub0JFqnqge",Parangusapuram street in chennai remain flooded for days after every rain and this is repeating for yearsmkstalin ChennaiRains Chennai chennaifloods ChennaiRain httpstcoubJFqnqge,Parangusapuram Strret,B-geo
"Parangusapuram street in chennai remain flooded for days after every rain and this is repeating for years

@mkstalin 
#ChennaiRains2021 
#Chennai 
#chennaifloods 
#ChennaiRain https://t.co/ub0JFqnqge",Parangusapuram street in chennai remain flooded for days after every rain and this is repeating for yearsmkstalin ChennaiRains Chennai chennaifloods ChennaiRain httpstcoubJFqnqge,mkstalin,O
"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",Parts of Chennai coming under some fairly heavy spell of Rains we could see thunderstorms develop as the rain clouds move across the landSlow moving storms so the rains could be very heavy in one or two places COMK ChennaiRains ChennaiRains httpstcoTAPbXez,thunderstorms,O
"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",Parts of Chennai coming under some fairly heavy spell of Rains we could see thunderstorms develop as the rain clouds move across the landSlow moving storms so the rains could be very heavy in one or two places COMK ChennaiRains ChennaiRains httpstcoTAPbXez,storms,O
"People who started from office at 8ish haven't still reached their homes yet...

People who started late from their offices are also still stuck, Water and traffic jam everywhere! 

This is the worst year ender for Chennaites! 

#chennairains
#chennaifloods 
#TamilNadu",People who started from office at ish havent still reached their homes yetPeople who started late from their offices are also still stuck Water and traffic jam everywhere This is the worst year ender for Chennaites chennairainschennaifloods TamilNadu,traffic jam,O
"People who started from office at 8ish haven't still reached their homes yet...

People who started late from their offices are also still stuck, Water and traffic jam everywhere! 

This is the worst year ender for Chennaites! 

#chennairains
#chennaifloods 
#TamilNadu",People who started from office at ish havent still reached their homes yetPeople who started late from their offices are also still stuck Water and traffic jam everywhere This is the worst year ender for Chennaites chennairainschennaifloods TamilNadu,Water ,O
"People who started from office at 8ish haven't still reached their homes yet...

People who started late from their offices are also still stuck, Water and traffic jam everywhere! 

This is the worst year ender for Chennaites! 

#chennairains
#chennaifloods 
#TamilNadu",People who started from office at ish havent still reached their homes yetPeople who started late from their offices are also still stuck Water and traffic jam everywhere This is the worst year ender for Chennaites chennairainschennaifloods TamilNadu,Chennaites,O
"People who started from office at 8ish haven't still reached their homes yet...

People who started late from their offices are also still stuck, Water and traffic jam everywhere! 

This is the worst year ender for Chennaites! 

#chennairains
#chennaifloods 
#TamilNadu",People who started from office at ish havent still reached their homes yetPeople who started late from their offices are also still stuck Water and traffic jam everywhere This is the worst year ender for Chennaites chennairainschennaifloods TamilNadu,worst year,O
"Please avoid Jawahar nagar, Circular streets for buying plots, houses and flats. Just stay away from this area. 🤦‍♂️

It's really a pond. Circular streets. 

#chennairains #ChennaiRains2021 #ChennaiRain #chennaifloods 

@News18TamilNadu @news7tamil @polimernews @PTTVOnlineNews https://t.co/NPPBK3Fzo0",Please avoid Jawahar nagar Circular streets for buying plots houses and flats Just stay away from this area Its really a pond Circular streets chennairains ChennaiRains ChennaiRain chennaifloods NewsTamilNadu newstamil polimernews PTTVOnlineNews httpstcoNPPBKFzo,Jawahar nagar Circular streets,B-geo
"Please avoid Jawahar nagar, Circular streets for buying plots, houses and flats. Just stay away from this area. 🤦‍♂️

It's really a pond. Circular streets. 

#chennairains #ChennaiRains2021 #ChennaiRain #chennaifloods 

@News18TamilNadu @news7tamil @polimernews @PTTVOnlineNews https://t.co/NPPBK3Fzo0",Please avoid Jawahar nagar Circular streets for buying plots houses and flats Just stay away from this area Its really a pond Circular streets chennairains ChennaiRains ChennaiRain chennaifloods NewsTamilNadu newstamil polimernews PTTVOnlineNews httpstcoNPPBKFzo,Plots,O
"Please avoid Jawahar nagar, Circular streets for buying plots, houses and flats. Just stay away from this area. 🤦‍♂️

It's really a pond. Circular streets. 

#chennairains #ChennaiRains2021 #ChennaiRain #chennaifloods 

@News18TamilNadu @news7tamil @polimernews @PTTVOnlineNews https://t.co/NPPBK3Fzo0",Please avoid Jawahar nagar Circular streets for buying plots houses and flats Just stay away from this area Its really a pond Circular streets chennairains ChennaiRains ChennaiRain chennaifloods NewsTamilNadu newstamil polimernews PTTVOnlineNews httpstcoNPPBKFzo,houses,O
"Please avoid Jawahar nagar, Circular streets for buying plots, houses and flats. Just stay away from this area. 🤦‍♂️

It's really a pond. Circular streets. 

#chennairains #ChennaiRains2021 #ChennaiRain #chennaifloods 

@News18TamilNadu @news7tamil @polimernews @PTTVOnlineNews https://t.co/NPPBK3Fzo0",Please avoid Jawahar nagar Circular streets for buying plots houses and flats Just stay away from this area Its really a pond Circular streets chennairains ChennaiRains ChennaiRain chennaifloods NewsTamilNadu newstamil polimernews PTTVOnlineNews httpstcoNPPBKFzo,flats,O
"Portion of roof collapses at VR Mall in Anna Nagar due to heavy rains

#chennairains #ChennaiRains2021 #Chennai #ChennaiRain #chennaifloods https://t.co/QUqG98HMCA",Portion of roof collapses at VR Mall in Anna Nagar due to heavy rainschennairains ChennaiRains Chennai ChennaiRain chennaifloods httpstcoQUqG9HMCA,VR Mall,B-geo
"Portion of roof collapses at VR Mall in Anna Nagar due to heavy rains

#chennairains #ChennaiRains2021 #Chennai #ChennaiRain #chennaifloods https://t.co/QUqG98HMCA",Portion of roof collapses at VR Mall in Anna Nagar due to heavy rainschennairains ChennaiRains Chennai ChennaiRain chennaifloods httpstcoQUqG9HMCA,Anna Nagar,B-geo
